,Name,Spec,parx,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,dist,BV,MV,BC,L,coords,pmra,pmdec,rv,Binary_Cut,MsEst,MsTrue,int_comp
1161,HIP 87937,M4V,546.4480874316939,0.0,11.24,9.51,0.0,0.0,5.244,4.834,4.49,1.83,1.73,13.197744551347853,3.6899999999999995,0.009332543007969915,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (269.45401001, 4.66828823, 1.83)>",-797.8,10326.9,0.0,False,0.3825200813196426,0.392558492264919,0.30629702047128593
1162,HIP 88175,F2IV,42.4628450106157,0.0,4.99,4.62,0.0,0.0,3.928,3.665,3.67,23.55,0.37,2.7600454426754255,-1.8600000000000003,6.61,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (270.12051392, -3.69016099, 23.55)>",154.2,-44.4,0.0,False,1.5387973465001448,1.5793737469949058,0.116440010053604
1163,HIP 88194,G2V,35.26093088857545,0.0,7.71,7.07,0.0,0.0,5.864,5.539,5.48,28.36,0.64,4.806468867444856,-2.2600000000000007,1.09,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (270.16244507, 29.57150078, 28.36)>",-139.4,173.3,0.0,False,1.0628761731213647,1.1124240447551201,0.08050436000039685
1164,HIP 88348,K0V,45.20795660036166,0.0,7.81,7.01,0.0,0.0,5.553,5.203,5.109999999999999,22.12,0.8,5.286074386836697,-1.7199999999999998,0.76,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (270.62753296, 26.31446648, 22.12)>",389.8,-602.5,0.0,False,0.9812875724125683,1.0227387613836483,0.11433575150278669
1165,HIP 88574,K4V,128.8659793814433,0.0,10.879999999999999,9.36,0.0,0.0,6.161,5.571,5.3,7.76,1.52,9.910691393709058,0.5500000000000007,0.04,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (271.28018188, -3.0305109, 7.76)>",570.1,-332.6,0.0,False,0.5191651228093668,0.553597367917067,0.08462939846316254
1166,HIP 88601 A,K0V,196.07843137254903,0.0,4.890000000000001,4.03,0.0,0.0,2.343,1.876,1.8800000000000003,5.1,0.86,5.4921491195103185,1.46,0.68,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (271.3633728, 2.50243902, 5.1)>",124.6,-962.7,0.0,True,0.9489415239727146,0.9014759070841917,0.37909851938929634
1167,HIP 88622,G2V,41.823504809703046,0.0,7.4,6.79,0.0,0.0,5.656,5.349,5.24,23.91,0.61,4.897102119421126,-1.9000000000000004,0.98,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (271.40612793, 4.65795517, 23.91)>",-30.7,-322.1,0.0,False,1.0467458441348823,1.036992362917861,0.12140361108614171
1168,HIP 88635,K0III,33.67003367003367,0.0,3.97,2.95,0.0,0.0,1.315,0.671,0.6400000000000001,29.7,1.02,0.5862177534139388,-2.3600000000000003,66.22,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (271.45217896, -30.42365074, 29.7)>",-55.8,-181.5,0.0,False,2.401134022428911,2.3492183669808133,0.034431434510413216
1169,HIP 88694,G3V,56.98005698005697,0.0,6.5600000000000005,5.94,0.0,0.0,4.835,4.614,4.57,17.55,0.62,4.7186143959907865,-1.2300000000000004,1.15,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (271.59851074, -36.01980972, 17.55)>",105.4,8.0,0.0,False,1.0788448341976684,1.1265980131999531,0.20443714551618997
1170,HIP 88745 A,F7V,63.9386189258312,0.0,5.57,5.07,0.0,0.0,3.459,3.242,3.6300000000000003,15.64,0.5,4.098816256380854,-0.9800000000000004,2.05,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (271.75668335, 30.56186867, 15.64)>",-100.9,111.7,0.0,True,1.201504708673436,1.1840992400370578,0.21039461578890373
1171,HIP 88771,A4IV,37.55163349605707,0.0,3.8400000000000003,3.7,0.0,0.0,3.509,3.426,3.42,26.63,0.14,1.5731441678052942,-2.12,20.1,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (271.83758545, 9.56365299, 26.63)>",-61.6,79.7,0.0,False,1.948991907481792,1.8459460159443806,0.06373292759588688
1172,HIP 88945,G0V,40.290088638195,0.0,7.46,6.83,0.0,0.0,5.689,5.389,5.32,24.82,0.63,4.855991114186445,-1.9699999999999998,1.02,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (272.33889771, 29.95156479, 24.82)>",71.1,60.5,0.0,False,1.054019822556419,1.0232592158053049,0.11494997285260042
1173,HIP 88972,K2V,90.74410163339383,0.0,7.26,6.38,0.0,0.0,4.952,4.458,4.23,11.02,0.88,6.1690920274211685,-0.20999999999999996,0.36,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (272.40689087, 38.45891571, 11.02)>",-316.2,-468.3,0.0,False,0.8528824456348565,0.85258932020276,0.26387096168999213
1174,HIP 89042,G1V,56.78591709256104,0.0,6.06,5.47,0.0,0.0,4.43,4.022,4.08,17.61,0.59,4.241203220163616,-1.2299999999999995,1.78,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (272.60940552, -62.00276947, 17.61)>",-77.6,234.7,0.0,False,1.1716956127421017,1.2118936424933082,0.1980578238376233
1175,HIP 89211,M0V,76.33587786259541,0.0,9.680000000000001,8.38,0.0,0.0,6.037,5.417,5.24,13.1,1.3,7.7936435217211795,-0.5900000000000007,0.13,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (273.08868408, -43.4438324, 13.1)>",132.8,-418.1,0.0,False,0.6742778250326766,0.7192818110270708,0.07518240927197278
1176,HIP 89348,F5V,43.630017452006975,0.0,5.42,4.99,0.0,0.0,4.203,4.059,3.8500000000000005,22.92,0.43,3.1889269335232386,-1.8000000000000003,4.53,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (273.47232056, 64.39720154, 22.92)>",351.6,36.0,0.0,False,1.4184008920772049,1.4680236063614671,0.13496738912846198
1177,HIP 89474,G2V,43.821209465381244,0.0,6.93,6.3,0.0,0.0,5.12,4.836,4.81,22.82,0.63,4.508421799589021,-1.79,1.41,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (273.88552856, 45.20959473, 22.82)>",-77.0,-114.4,0.0,False,1.1184266030059404,1.0896672846764535,0.16185512857945147
1178,HIP 89805,G0V,43.38394793926247,0.0,6.75,6.17,0.0,0.0,5.17,4.92,,23.05,0.58,4.356645351371665,-1.8099999999999996,1.6,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (274.91699219, -63.88589096, 23.05)>",38.9,-276.2,0.0,True,1.1482644805692608,1.0987154268734531,0.159789836345598
1179,HIP 89912,G2IV,35.02626970227671,0.0,7.63,7.0,0.0,0.0,5.74,5.461,5.35,28.55,0.63,4.7219694370906655,-2.2800000000000002,1.2,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (275.20510864, 27.53007317, 28.55)>",40.8,106.3,0.0,False,1.078228901101181,1.0123139234947578,0.08396392685304996
1180,HIP 89937,F7V,124.06947890818856,0.0,4.05,3.56,0.0,0.0,2.588,2.372,2.25,8.06,0.49,4.028324790974547,0.4700000000000002,2.14,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (275.25973511, 72.73369598, 8.06)>",531.1,-351.6,0.0,True,1.2166449994913646,1.2964212547678502,0.2862606784541028
1181,HIP 89962,K0III,53.937432578209275,0.0,4.17,3.23,0.0,0.0,1.49,1.037,0.9700000000000002,18.54,0.94,1.8894513509576087,-1.34,19.56,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (275.3288269, -2.89712191, 18.54)>",-547.6,-700.7,0.0,False,1.8271885461269508,1.7804484720027216,0.08992235449542316
1182,HIP 90223,G2V,35.36067892503536,0.0,7.04,6.45,0.0,0.0,5.417,5.147,5.03,28.28,0.59,4.192602974375691,-2.26,1.87,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (276.13793945, -49.65251541, 28.28)>",33.0,-150.2,0.0,False,1.1817556733794357,1.1258545814218992,0.11903001790462193
1183,HIP 90355,G7V,34.61405330564208,0.0,8.53,7.83,0.0,0.0,6.491,6.161,6.08,28.89,0.7,5.526262290779016,-2.3,0.59,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (276.54251099, 8.77868938, 28.89)>",-194.7,-458.1,0.0,False,0.9437345719656236,0.8960183617568418,0.03725418733105277
1184,HIP 90368,F8V,50.994390617032124,0.0,9.92,9.31,0.0,0.0,8.555,8.284,8.24,19.61,0.61,7.847612031661081,-1.4600000000000009,0.06,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (276.59533691, 46.80383301, 19.61)>",-33.2,1.7,0.0,False,0.6693776252673973,0.6805645941654597,0.012858581331842743
1185,HIP 90496,K1III,41.71881518564873,0.0,3.87,2.81,0.0,0.0,1.084,0.438,0.3900000000000001,23.97,1.06,0.9116598298317311,-1.9,52.22,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (276.99279785, -25.42124748, 23.97)>",-44.8,-186.3,0.0,False,2.2387724484202085,2.1052512228946925,0.04798476047238855
1186,HIP 90626,K2V,36.20564808110064,0.0,9.63,8.65,0.0,0.0,6.903,6.456,6.33,27.62,0.98,6.443881628786937,-2.21,0.3,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (277.38250732, 9.06191063, 27.62)>",189.0,72.9,0.0,False,0.8179309506548974,0.8513749810304307,0.015786213952369007
1187,HIP 90656,K4V,53.70569280343716,0.0,9.11,8.0,0.0,0.0,6.069,5.643,5.4399999999999995,18.62,1.11,6.650101616773381,-1.3499999999999996,0.27,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (277.46795654, -1.81763196, 18.62)>",172.0,-193.9,0.0,False,0.7930898856454942,0.8451670117730506,0.06394231725679805
1188,HIP 90790,K1V,75.47169811320754,0.0,7.67,6.81,0.0,0.0,5.286,4.87,4.699999999999999,13.25,0.86,6.198920608635866,-0.6099999999999994,0.35,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (277.8293457, -18.90833855, 13.25)>",-140.1,-194.6,0.0,False,0.8489822108328664,0.8883254354568655,0.19794562564722123
1189,HIP 90864,G8V,38.49114703618167,0.0,7.9,7.2,0.0,0.0,5.897,5.626,5.5600000000000005,25.98,0.7,5.126804266314954,-2.08,0.83,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (278.04330444, 13.73626709, 25.98)>",112.7,122.9,0.0,False,1.0073719208109655,1.0207355007885806,0.08119431916849539
1190,HIP 90945,K4V,54.22993492407808,0.0,9.620000000000001,8.5,0.0,0.0,6.454,5.896,5.77,18.44,1.12,7.171195416411948,-1.33,0.18,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (278.27166748, -54.26284409, 18.44)>",-123.7,-141.1,0.0,False,0.7352035178780989,0.685790714264396,0.03932570771065182
1191,HIP 90959,K4V,43.53504571179799,0.0,10.02,8.87,0.0,0.0,6.817,6.283,6.119999999999999,22.97,1.15,7.064195024024869,-1.8099999999999996,0.2,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (278.32446289, 22.31540108, 22.97)>",-176.9,-473.2,0.0,False,0.7465474632870351,0.7057586797584771,0.017030526180032472
1192,HIP 91009,K7V,61.16207951070335,0.0,9.469999999999999,8.2,0.0,0.0,5.597,5.02,4.84,16.35,1.27,7.132411215018474,-1.0699999999999994,0.28,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (278.48165894, 51.71992874, 16.35)>",186.6,-324.9,0.0,False,0.7392842169662688,0.7360816426030911,0.06608607543598354
1193,HIP 91128,M2V,64.30868167202571,0.0,11.26,9.84,0.0,0.0,6.881,6.26,6.08,15.55,1.42,8.881348033185718,-0.9599999999999991,0.07,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (278.82504272, 45.74315643, 15.55)>",451.8,364.6,0.0,False,0.5858109734121589,0.6160336630717823,0.012151179538736859
1194,HIP 91154,K3V,46.70714619336758,0.0,10.49,9.34,0.0,0.0,7.143,6.587,6.41,21.41,1.15,7.686916663527808,-1.6499999999999995,0.13,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (278.95779419, -61.22586823, 21.41)>",-19.8,-426.0,0.0,False,0.6841405619287939,0.6833140372992487,0.01220815338875363
1195,HIP 91262,A0V,130.20833333333331,0.0,0.03,0.03,0.0,0.0,-0.177,-0.029,0.019999999999999997,7.68,0.0,0.6031938998424402,0.57,61.0,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (279.23410034, 38.78299332, 7.68)>",201.0,287.5,0.0,False,2.3923099055192494,2.5148845345921393,0.10076766430582103
1196,HIP 91364,G5V,35.61253561253561,0.0,9.15,8.33,0.0,0.0,6.734,6.355,6.28,28.08,0.82,6.088014482711162,-2.24,0.38,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (279.50726318, 42.66505814, 28.08)>",294.4,63.1,0.0,False,0.8636184302890416,0.904665637919712,0.02356599185931298
1197,HIP 91438,G5V,76.45259938837918,0.0,6.53,5.86,0.0,0.0,4.789,4.309,,13.08,0.67,5.276961280058758,-0.5800000000000001,0.71,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (279.72268677, -21.05150223, 13.08)>",-74.9,-151.9,0.0,True,0.9827540740353101,1.0112349909349236,0.25214572073324926
1198,HIP 91605 A,K3V,42.480883602378924,0.0,9.409999999999998,8.54,0.0,0.0,6.803,6.328,6.219999999999999,23.54,0.87,6.680967707462919,-1.8599999999999994,0.24,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (280.22842407, 31.53511238, 23.54)>",86.7,-837.5,0.0,False,0.7894699342126327,0.7550881415273148,0.023704648016621623
1199,HIP 91768,M3V,284.09090909090907,0.0,10.44,8.94,0.0,0.0,5.189,4.741,,3.52,1.5,11.207286682609343,2.2700000000000014,0.01,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (280.70089722, 59.62601471, 3.52)>",-1326.9,1802.1,0.0,False,0.45356760980066696,0.4233684973684876,0.2139746673986986
1200,HIP 91772,M4V,284.09090909090907,0.0,11.26,9.7,0.0,0.0,5.721,5.197,,3.52,1.56,11.967286682609345,2.2700000000000014,0.01,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (280.70211792, 59.62236023, 3.52)>",-1393.2,1845.7,0.0,False,0.4227612416825181,0.4141886235954134,0.16072783564971407
1201,HIP 91949,K0V,37.46721618583739,0.0,8.38,7.54,0.0,0.0,6.088,5.751,5.67,26.69,0.84,5.408257131062461,-2.13,0.68,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (281.146698, 43.83327866, 26.69)>",-106.2,-1.2,0.0,False,0.9619229715896158,0.9022301856094118,0.058553934389200285
1202,HIP 92024,A5V,35.02626970227671,0.0,4.98,4.78,0.0,0.0,4.382,4.251,,28.55,0.2,2.5019694370906658,-2.2800000000000002,8.18,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (281.36190796, -64.87089539, 28.55)>",32.7,-148.7,0.0,False,1.6177370879978028,1.6741869370695184,0.09166133950180924
1203,HIP 92043,F6V,52.05622071837584,0.0,4.66,4.19,0.0,0.0,3.527,3.286,2.9600000000000004,19.21,0.47,2.7723631756915323,-1.4200000000000004,6.72,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (281.41555786, 20.54712486, 19.21)>",-9.2,-335.6,0.0,False,1.5351563807759665,1.5949456296710467,0.13478481207714696
1204,HIP 92161,A5III,34.61405330564208,0.0,4.47,4.34,0.0,0.0,4.498,4.447,4.1499999999999995,28.89,0.13,2.0362622907790158,-2.31,13.58,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (281.75509644, 18.18123055, 28.89)>",83.7,119.0,0.0,False,1.7739527139949574,1.782575020742586,0.07183965217280198
1205,HIP 92200,K5V,70.02801120448179,0.0,10.08,8.77,0.0,0.0,6.384,5.744,5.539999999999999,14.28,1.31,7.996358962799222,-0.7799999999999994,0.11,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (281.86386108, -3.63916612, 14.28)>",-132.6,-273.5,0.0,False,0.656167227320635,0.6230801388305947,0.04631569929646386
1206,HIP 92250 A,K1V,35.98416696653472,0.0,9.34,8.45,0.0,0.0,6.68,6.195,6.09,27.79,0.89,6.23055726611314,-2.219999999999999,0.37,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (282.00604248, -10.14575195, 27.79)>",57.8,-229.1,0.0,False,0.8448743403605415,0.8760002245177569,0.019519953598007993
1207,HIP 92270,F8V,34.78260869565217,0.0,6.67,6.18,0.0,0.0,5.244,5.031,4.99,28.75,0.49,3.886810754871753,-2.2899999999999996,2.39,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (282.06826782, 23.51476479, 28.75)>",25.3,-6.8,0.0,False,1.2478297370599438,1.3092824547926725,0.12419845734807727
1208,HIP 92283,K0V,59.31198102016607,0.0,9.0,7.91,0.0,0.0,6.025,5.508,5.33,16.86,1.09,6.775712148556383,-1.13,0.24,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (282.12145996, 10.74651241, 16.86)>",128.8,-436.9,0.0,False,0.7785136451850669,0.7249754543348731,0.08575199082278304
1209,HIP 92311,M0V,58.823529411764696,0.0,10.47,9.16,0.0,0.0,6.706,6.072,5.880000000000001,17.0,1.31,8.007755393108631,-1.1600000000000001,0.11,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (282.21716309, 17.43997574, 17.)>",-408.9,-422.5,0.0,False,0.6551726768427479,0.6242312679302329,0.020883239402596575
1210,HIP 92403,M4V,336.7003367003366,0.0,12.24,10.5,0.0,0.0,6.222,5.655,5.26,2.97,1.74,13.136217753413938,2.630000000000001,0.009332543007969915,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (282.45397949, -23.83576584, 2.97)>",637.5,-192.5,0.0,False,0.38428177371114225,0.40876080449331503,0.14337658583904678
1211,HIP 92444,K5V,59.06674542232722,0.0,11.08,9.68,0.0,0.0,6.989,6.378,6.199999999999999,16.93,1.4,8.536715209455323,-1.1400000000000006,0.08,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (282.58856201, -26.92357826, 16.93)>",-140.0,-22.9,0.0,False,0.6116202136665493,0.6512202628470585,0.012628179066831927
1212,HIP 92549,G9IV,38.95597974289053,0.0,6.359999999999999,5.52,0.0,0.0,4.273,3.827,,25.67,0.84,3.4728706566427827,-2.0499999999999994,4.19,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (282.89584351, 52.97452164, 25.67)>",-65.1,245.2,0.0,False,1.3454604324706572,1.260320991045715,0.12588089016388113
1213,HIP 92569,G6V,35.18648838845883,0.0,8.19,7.51,0.0,0.0,6.254,5.961,5.859999999999999,28.42,0.68,5.241879632042745,-2.2699999999999996,0.74,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (282.95178223, 3.03136206, 28.42)>",-5.0,-139.8,0.0,False,0.9884286448134959,1.0478988020473,0.05516729428398966
1214,HIP 92858,K1V,41.3052457662123,0.0,8.84,7.98,0.0,0.0,6.367,5.947,5.83,24.21,0.86,6.060026052791336,-1.9200000000000008,0.4,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (283.82791138, -37.4974823, 24.21)>",141.9,-357.2,0.0,False,0.8673708191074131,0.8843898147308911,0.042428640829655404
1215,HIP 92871,M2V,84.96176720475785,0.0,11.73,10.19,0.0,0.0,6.311,5.68,5.52,11.77,1.54,9.836117685782826,-0.34999999999999964,0.07,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (283.86398315, 8.40267563, 11.77)>",92.0,-69.6,0.0,False,0.5235168615137651,0.4975431577843439,0.018699052290258093
1216,HIP 92919,K0V,46.75081813931743,0.0,9.1,8.19,0.0,0.0,6.243,5.762,5.64,21.39,0.91,6.538946077142359,-1.6599999999999993,0.31,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (283.97143555, 23.55733871, 21.39)>",130.8,-283.1,0.0,False,0.8063361710638226,0.7905823150962488,0.0470779783597211
1217,HIP 92984,G1V,37.73584905660377,0.0,7.28,6.71,0.0,0.0,5.703,5.418,5.34,26.5,0.57,4.5937706303159604,-2.1100000000000003,1.28,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (284.15487671, 4.26533413, 26.5)>",-1.8,-85.0,0.0,False,1.1021158178499615,1.123524086417524,0.1136484889396718
1218,HIP 93017 A,G0V,67.24949562878277,0.0,5.83,5.28,0.0,0.0,3.847,3.611,,14.87,0.55,4.418445157390229,-0.8600000000000003,1.5,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (284.25613403, 32.90162277, 14.87)>",202.8,-144.0,0.0,True,1.135984584203557,1.1346834706067856,0.2258418450539184
1219,HIP 93069 A,M2V,81.36696501220504,0.0,10.29,8.86,0.0,0.0,5.873,5.25,5.02,12.29,1.43,8.412240585567728,-0.4499999999999993,0.12,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (284.37750244, -55.99081421, 12.29)>",1.1,-441.7,0.0,False,0.6214241129782688,0.5990932850061302,0.059419553107014356
1220,HIP 93101,M2V,91.6590284142988,0.0,10.66,9.22,0.0,0.0,6.239,5.587,5.360000000000001,10.91,1.44,9.030876247058291,-0.19000000000000128,0.07,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (284.5010376, 5.9110899, 10.91)>",-194.5,-1221.8,0.0,False,0.5751947668859889,0.5729185496612605,0.04974473534853359
1221,HIP 93185,G0V,41.946308724832214,0.0,7.3999999999999995,6.8,0.0,0.0,5.625,5.386,,23.84,0.6,4.9134687446590055,-1.8899999999999997,0.97,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (284.71234131, 30.18017197, 23.84)>",56.2,194.7,0.0,False,1.0438695572071102,1.0712727727806985,0.12273937965429202
1222,HIP 93506 A,A3IV,36.98224852071006,0.0,2.66,2.6,0.0,0.0,2.319,2.318,2.37,27.04,0.06,0.43996656365200915,-2.16,58.04,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (285.65301514, -29.8801136, 27.04)>",-14.1,3.7,0.0,True,2.478850050091144,2.4298581115212476,0.04029914106933076
1223,HIP 93509,G2V,36.80529996319469,0.0,7.5,6.87,0.0,0.0,5.624,5.333,5.28,27.17,0.63,4.699551807910547,-2.17,1.2,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (285.65817261, 14.56701374, 27.17)>",165.9,-2.1,0.0,False,1.0823537278528372,1.0204422372067965,0.09830574733055951
1224,HIP 93540,K2V,37.864445285876556,0.0,9.36,8.42,0.0,0.0,6.797,6.34,6.22,26.41,0.94,6.31115799396538,-2.1100000000000003,0.33,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (285.77478027, -11.04335213, 26.41)>",-126.9,-236.3,0.0,False,0.8345410113199072,0.8258422948105978,0.0225395510116559
1225,HIP 93747,A0V,39.277297721916725,0.0,3.0,2.99,0.0,0.0,3.084,3.048,2.9200000000000004,25.46,0.01,0.9607080034118174,-2.0300000000000002,40.34,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (286.35253906, 13.8637104, 25.46)>",-7.0,-95.3,0.0,False,2.2155034733081513,2.254518197582394,0.04914297342429704
1226,HIP 93825 A,F8V,57.803468208092475,0.0,4.75,4.23,0.0,0.0,3.167,2.893,2.9300000000000006,17.3,0.52,3.039769484356023,-1.1900000000000004,5.3,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (286.6043396, -37.06275558, 17.3)>",96.9,-279.7,0.0,True,1.4588206859204236,1.5589394387856446,0.15719356349652203
1227,HIP 93858,G8V,58.997050147492615,0.0,6.86,6.15,0.0,0.0,5.256,4.742,,16.95,0.71,5.004151487304496,-1.1500000000000004,0.94,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (286.71917725, -37.80976868, 16.95)>",-187.7,-366.8,0.0,False,1.0281319417776835,0.975481484016476,0.2101235996115985
1228,HIP 93873,M2V,117.50881316098706,0.0,12.39,10.77,0.0,0.0,7.295,6.726,6.52,8.51,1.62,11.120352199577061,0.34999999999999964,0.01,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (286.77444458, 20.88888741, 8.51)>",-480.8,-345.6,0.0,False,0.45742199348176754,0.45266936352813975,0.012269607524952592
1229,HIP 93899,M2V,114.28571428571426,0.0,12.379999999999999,10.77,0.0,0.0,7.278,6.752,6.529999999999999,8.75,1.61,11.059959734888434,0.2900000000000009,0.01,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (286.80627441, 20.87782478, 8.75)>",-481.1,-333.4,0.0,False,0.46014200896984137,0.4583649932871048,0.011581489968247564
1230,HIP 93926,G8V,35.76537911301859,0.0,8.56,7.78,0.0,0.0,6.232,5.855,5.74,27.96,0.78,5.547314164631781,-2.24,0.63,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (286.88464355, 30.25424194, 27.96)>",112.0,103.0,0.0,False,0.9405417081440008,0.9538892844070266,0.04398649061447302
1231,HIP 93966,G5V,46.66355576294913,0.0,6.7700000000000005,6.07,0.0,0.0,4.812,4.562,4.430000000000001,21.43,0.7,4.414889144790857,-1.6500000000000004,1.58,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (286.98867798, 16.85412407, 21.43)>",65.6,-304.5,0.0,False,1.136686273989295,1.0773203348217109,0.17102588611162978
1232,HIP 94020 A,K0V,34.75842891901286,0.0,8.65,7.92,0.0,0.0,6.53,6.172,6.109999999999999,28.77,0.73,5.62530069054837,-2.3,0.55,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (287.13208008, -30.97250938, 28.77)>",42.2,-58.0,0.0,False,0.9288481773728893,0.9869842487169674,0.03487011253452913
1233,HIP 94083,A9V,36.63003663003663,0.0,5.42,5.11,0.0,0.0,4.338,4.264,4.32,27.3,0.31,2.92918676479622,-2.18,5.57,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (287.2906189, 76.56079102, 27.3)>",51.6,-119.8,0.0,False,1.489770893913645,1.5427879221712661,0.10983330933553248
1234,HIP 94223 B,G1V,112.10762331838565,0.0,11.549999999999999,10.94,0.0,0.0,,,9.34,8.92,0.61,11.188175728119385,0.25,1.202264434617413,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (287.71923828, -48.07809067, 8.92)>",-519.3,-256.5,0.0,False,0.4544087999445525,0.43937549951286653,0.017308594936381816
1235,HIP 94225,K5V,48.59086491739553,0.0,10.68,9.36,0.0,0.0,6.846,6.207,6.06,20.58,1.32,7.792773147867928,-1.5699999999999994,0.15,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (287.71798706, -47.15707779, 20.58)>",-54.6,-634.1,0.0,False,0.6743573279537513,0.6551532412780133,0.012621893143852519
